component *(D1/PsbA),TraesCS5D02G008300
component *(RFC5),TraesCS2D02G435100
component *(TAC9),TraesCS3A02G488800
component *(TAC9),TraesCS3B02G536700
component *(TAC9),TraesCS3D02G484500
regulatory component *(CYCH),TraesCS4A02G247000
regulatory component *(CYCH),TraesCS4B02G067900
regulatory component *(CYCH),TraesCS4D02G066900
catalytic kinase component *(CDKD),TraesCS1A02G245600
catalytic kinase component *(CDKD),TraesCS1B02G256600
catalytic kinase component *(CDKD),TraesCS1D02G245300
component *(CDK8),TraesCS1B02G212800
component *(CDK8),TraesCS1D02G201600
component *(E2F),TraesCS2A02G031800
component *(E2F),TraesCS2A02G297400
component *(E2F),TraesCS2B02G043500
component *(E2F),TraesCS2B02G313600
component *(E2F),TraesCS2D02G031400
component *(E2F),TraesCS2D02G295300
component *(DPa/b),TraesCS1A02G139700
component *(DPa/b),TraesCS1B02G156900
component *(DPa/b),TraesCS1D02G139300
component *(DPa/b),TraesCS3A02G268500
component *(DPa/b),TraesCS3B02G302900
component *(DPa/b),TraesCS3D02G268600
component *(DPa/b),TraesCS4A02G036000
component *(DPa/b),TraesCS4B02G268800
component *(DPa/b),TraesCS4D02G268100
component *(CAP-D2A),TraesCS2A02G129900
component *(CAP-D2A),TraesCS2B02G152100
component *(CAP-D2A),TraesCS2D02G132100
regulatory Kleisin component *(CAP-H),TraesCS3A02G202300
regulatory Kleisin component *(CAP-H),TraesCS3B02G229800
regulatory Kleisin component *(CAP-H),TraesCS3D02G205300
component *(CAP-G2),TraesCS1A02G066000
component *(CAP-G2),TraesCS1B02G084200
component *(CAP-G2),TraesCS1D02G067000
component *(CAP-G2),TraesCS4B02G080400
component *(CAP-G2),TraesCS4D02G079300
regulatory Kleisin component *(CAP-H2),TraesCS2A02G221800
regulatory Kleisin component *(CAP-H2),TraesCS2B02G247200
regulatory Kleisin component *(CAP-H2),TraesCS2D02G227700
component *(INCENP/WYRD),TraesCS2A02G323100
component *(INCENP/WYRD),TraesCS2B02G359500
component *(INCENP/WYRD),TraesCS2D02G339800
component *(SPC25),TraesCS1B02G037800
component *(SPC25),TraesCS1D02G031600
component *(SPC25),TraesCS3A02G529800
component *(SPC25),TraesCS3B02G599500
component *(SPC25),TraesCS3D02G535200
component *(MUN/SPC24),TraesCS2A02G313200
component *(MUN/SPC24),TraesCS2B02G330300
component *(MUN/SPC24),TraesCS2D02G311700
platform subcomplex,TraesCS1A02G225100
platform subcomplex,TraesCS1B02G238300
platform subcomplex,TraesCS1D02G226500
arc lamp subcomplex,TraesCS4A02G075000
arc lamp subcomplex,TraesCS4B02G230900
arc lamp subcomplex,TraesCS4D02G232400
arc lamp subcomplex,TraesCS1A02G090300
arc lamp subcomplex,TraesCS1B02G118300
arc lamp subcomplex,TraesCS1D02G098700
catalytic core subcomplex,TraesCS2A02G321000
catalytic core subcomplex,TraesCS2B02G361700
catalytic core subcomplex,TraesCS2D02G341700
catalytic core subcomplex,TraesCS1A02G419400
catalytic core subcomplex,TraesCS1B02G449500
catalytic core subcomplex,TraesCS1D02G323600
catalytic core subcomplex,TraesCS1D02G427200
catalytic core subcomplex,TraesCS3B02G195200
catalytic core subcomplex,TraesCS4A02G118100
catalytic core subcomplex,TraesCS4D02G187600
substrate specificity module,TraesCS3A02G527600
substrate specificity module,TraesCS3B02G595600
substrate specificity module,TraesCS3D02G533000
substrate specificity module,TraesCS4B02G346200
substrate specificity module,TraesCS4D02G341200
substrate specificity module,TraesCS2A02G440000
substrate specificity module,TraesCS2B02G461400
substrate specificity module,TraesCS2D02G438800
adherin *(SCC2),TraesCS2A02G260400
adherin *(SCC2),TraesCS2B02G281600
adherin *(SCC2),TraesCS2D02G263300
adherin *(SCC4),TraesCS2A02G274200
adherin *(SCC4),TraesCS2B02G292400
adherin *(SCC4),TraesCS2D02G274000
component *(MLH1),TraesCS3A02G500600
component *(MLH1),TraesCS3B02G564100
component *(MLH1),TraesCS3D02G507500
component *(MLH1),TraesCS3D02G507800
component *(MSH4),TraesCS2A02G171900
component *(MSH4),TraesCS2B02G198300
component *(MSH5),TraesCS1A02G315900
component *(MSH5),TraesCS1B02G328200
component *(MSH5),TraesCS1D02G316200
component *(PTD),TraesCS2A02G082400
component *(PTD),TraesCS2B02G096500
component *(PTD),TraesCS2D02G080300
component *(SHOC1/ZIP2),TraesCS4A02G205900
component *(SHOC1/ZIP2),TraesCS4B02G109500
component *(SHOC1/ZIP2),TraesCS4D02G106800
regulatory component *(PP4R3),TraesCS1A02G107300
regulatory component *(PP4R3),TraesCS1B02G124700
regulatory component *(PP4R3),TraesCS1D02G107500
regulatory component *(PP4R3),TraesCS3A02G197700
regulatory component *(PP4R3),TraesCS3B02G226400
regulatory component *(PP4R3),TraesCS3D02G205900
MUS81-EME1 Holliday junction cleavage heterodimer,TraesCS1B02G105000
MUS81-EME1 Holliday junction cleavage heterodimer,TraesCS1B02G122400
MUS81-EME1 Holliday junction cleavage heterodimer,TraesCS1D02G082300
MUS81-EME1 Holliday junction cleavage heterodimer,TraesCS1D02G354000
MUS81-EME1 Holliday junction cleavage heterodimer,TraesCS3A02G188900
MUS81-EME1 Holliday junction cleavage heterodimer,TraesCS3A02G486900
MUS81-EME1 Holliday junction cleavage heterodimer,TraesCS3A02G487200
MUS81-EME1 Holliday junction cleavage heterodimer,TraesCS3B02G218300
MUS81-EME1 Holliday junction cleavage heterodimer,TraesCS3B02G489200
MUS81-EME1 Holliday junction cleavage heterodimer,TraesCS3B02G534900
MUS81-EME1 Holliday junction cleavage heterodimer,TraesCS3B02G535000
MUS81-EME1 Holliday junction cleavage heterodimer,TraesCS3D02G192600
MUS81-EME1 Holliday junction cleavage heterodimer,TraesCS3D02G482500
MUS81-EME1 Holliday junction cleavage heterodimer,TraesCS2A02G514600
MUS81-EME1 Holliday junction cleavage heterodimer,TraesCS2A02G514800
MUS81-EME1 Holliday junction cleavage heterodimer,TraesCS2B02G542900
MUS81-EME1 Holliday junction cleavage heterodimer,TraesCS2B02G543100
MUS81-EME1 Holliday junction cleavage heterodimer,TraesCS2D02G516200
MUS81-EME1 Holliday junction cleavage heterodimer,TraesCS2D02G516300
meiotic crossover formation factor *(FANCD2),TraesCS2A02G250200
meiotic crossover formation factor *(FANCD2),TraesCS2B02G266400
meiotic crossover formation factor *(FANCD2),TraesCS2D02G251400
crosslink repair helicase *(HRQ1),TraesCS2A02G173600
crosslink repair helicase *(HRQ1),TraesCS2B02G199900
crosslink repair helicase *(HRQ1),TraesCS2D02G180800
catalytic component *(PP2A-C),TraesCS4A02G020400
catalytic component C,TraesCS4A02G020400
catalytic component *(PP2A-C),TraesCS4B02G283300
catalytic component C,TraesCS4B02G283300
catalytic component *(PP2A-C),TraesCS4D02G282100
catalytic component C,TraesCS4D02G282100
regulatory component *(TON2/FASS),TraesCS1A02G090100
regulatory component B2,TraesCS1A02G090100
regulatory component *(TON2/FASS),TraesCS1B02G118200
regulatory component B2,TraesCS1B02G118200
regulatory component *(TON2/FASS),TraesCS1D02G098600
regulatory component B2,TraesCS1D02G098600
SYP1-group component,TraesCS4A02G247700
SYP1-group component,TraesCS4B02G067200
SYP1-group component,TraesCS4D02G066100
SYP7-group component,TraesCS1A02G379800
SYP7-group component,TraesCS1B02G401800
SYP7-group component,TraesCS1D02G190400
SYP7-group component,TraesCS1D02G387200
VAMP7-group component,TraesCS3B02G193500
VAMP7-group component,TraesCS4A02G021800
VAMP7-group component,TraesCS4B02G281700
VAMP7-group component,TraesCS4D02G280300
component *(PAP11/MURE),TraesCS1A02G208400
component *(PAP11/MURE),TraesCS1B02G222400
component *(PAP11/MURE),TraesCS1D02G211600
E3 SUMO ubiquitin ligase *(HPY2/NSE2),TraesCS1A02G396600
E3 SUMO ubiquitin ligase *(HPY2/NSE2),TraesCS1B02G424800
E3 SUMO ubiquitin ligase *(HPY2/NSE2),TraesCS1D02G404500
deubiquitinase *(UBP12-13),TraesCS2A02G246800
deubiquitinase *(UBP12-13),TraesCS2B02G263500
deubiquitinase *(UBP12-13),TraesCS2D02G249100
deubiquitinase *(UBP12-13),TraesCS3A02G295900
deubiquitinase *(UBP12-13),TraesCS3B02G341000
deubiquitinase *(UBP12-13),TraesCS3D02G307100
deubiquitinase *(UBP12-13),TraesCS4A02G163000
deubiquitinase *(UBP12-13),TraesCS4D02G165800
component *(RAD3/XPD),TraesCS1A02G088200
component *(RAD3/XPD),TraesCS1B02G107200
component *(RAD3/XPD),TraesCS1D02G089500
component *(SSL1),TraesCS2A02G364200
component *(SSL1),TraesCS2B02G382600
component *(SSL1),TraesCS2D02G362100
component *(SSL2/XPB),TraesCS3A02G261300
component *(SSL2/XPB),TraesCS3B02G294400
component *(SSL2/XPB),TraesCS3D02G261400
component *(TFB1),TraesCS3A02G416500
component *(TFB1),TraesCS3B02G451500
component *(TFB1),TraesCS3D02G412100
component *(TFB2),TraesCS2A02G587100
component *(TFB2),TraesCS2B02G596300
component *(TFB2),TraesCS2D02G599500
component *(TFB5),TraesCS1A02G027200
component *(TFB5),TraesCS1B02G033100
component *(TFB5),TraesCS1B02G044000
component *(TFB5),TraesCS1D02G026400
core adaptor component *(DDB1),TraesCS1B02G473400
core adaptor component *(DDB1),TraesCS1D02G445700
core adaptor component *(DDB1),TraesCS3A02G210100
core adaptor component *(DDB1),TraesCS3B02G240600
component alpha,TraesCS1A02G310700
component alpha,TraesCS1B02G322000
component alpha,TraesCS1D02G310200
component alpha,TraesCS4A02G151500
component alpha,TraesCS4B02G161200
component alpha,TraesCS4D02G158200
component beta,TraesCS3A02G450700
component beta,TraesCS3B02G487800
component beta,TraesCS3D02G443500
component *(SPT3/TAF13),TraesCS1A02G107900
component *(SPT3/TAF13),TraesCS1B02G130100
component *(SPT3/TAF13),TraesCS1D02G111100
component *(GCN5/ADA4),TraesCS1A02G138200
component *(GCN5/ADA4),TraesCS1D02G134200
component *(ADA3),TraesCS1A02G023400
component *(ADA3),TraesCS1A02G223700
component *(ADA3),TraesCS1B02G029100
component *(ADA3),TraesCS1B02G237000
component *(ADA3),TraesCS1D02G022900
component *(ADA3),TraesCS1D02G225300
component *(ADA3),TraesCS3A02G517700
component *(ADA3),TraesCS3B02G585300
component *(ADA3),TraesCS3D02G525200
component *(SGF11),TraesCS1A02G223200
component *(SGF11),TraesCS1B02G236500
component *(SGF11),TraesCS1D02G224800
component *(UBP22),TraesCS2A02G516100
deubiquitinase *(UBP22),TraesCS2A02G516100
component *(UBP22),TraesCS2B02G544700
deubiquitinase *(UBP22),TraesCS2B02G544700
component *(UBP22),TraesCS2D02G517600
deubiquitinase *(UBP22),TraesCS2D02G517600
component *(SUS1/ENY2),TraesCS3A02G427600
component *(SUS1/ENY2),TraesCS3B02G464700
component *(SUS1/ENY2),TraesCS3D02G423200
component *(ADA1),TraesCS2A02G270000
component *(ADA1),TraesCS2A02G501500
component *(ADA1),TraesCS2B02G288700
component *(ADA1),TraesCS2B02G529600
component *(ADA1),TraesCS2D02G269000
component *(ADA1),TraesCS2D02G502000
component *(ADA1),TraesCS4A02G237800
component *(ADA1),TraesCS4B02G077200
component *(ADA1),TraesCS4D02G075700
component *(SPT20/ADA5),TraesCS1A02G131000
component *(SPT20/ADA5),TraesCS1B02G153400
component *(SPT20/ADA5),TraesCS1D02G132200
component *(SPT20/ADA5),TraesCS3A02G019300
component *(SPT20/ADA5),TraesCS3B02G029500
component *(SPT20/ADA5),TraesCS3D02G015100
component *(MED17),TraesCS4A02G378400
component *(MED19),TraesCS1A02G284100
component *(MED20),TraesCS2D02G513700
component *(MED22),TraesCS3A02G035900
component *(MED22),TraesCS3B02G048100
component *(MED22),TraesCS3D02G044100
component *(MED28),TraesCS1A02G096100
component *(MED28),TraesCS1B02G127600
component *(MED28),TraesCS1D02G105100
component *(MED30),TraesCS2A02G283900
component *(MED30),TraesCS2B02G300900
component *(MED30),TraesCS2D02G282900
component *(MED7),TraesCS2A02G495900
component *(MED7),TraesCS2B02G524200
component *(MED7),TraesCS2D02G496200
component *(MED9),TraesCS3A02G064500
component *(MED9),TraesCS3B02G077100
component *(MED9),TraesCS3D02G064900
component *(MED10),TraesCS3A02G410200
component *(MED10),TraesCS3B02G443300
component *(MED10),TraesCS3B02G443600
component *(MED10),TraesCS3D02G404900
component *(MED31),TraesCS1A02G216800
component *(MED31),TraesCS1B02G229800
component *(MED31),TraesCS1D02G218600
component *(MED2/MED29/MED32),TraesCS1A02G137500
component *(MED2/MED29/MED32),TraesCS1D02G133000
component *(MED3/MED27),TraesCS3A02G180500
component *(MED3/MED27),TraesCS3B02G210200
component *(MED3/MED27),TraesCS3D02G185400
component *(MED5/MED24/MED33),TraesCS2A02G103500
component *(MED5/MED24/MED33),TraesCS2A02G238200
component *(MED5/MED24/MED33),TraesCS2B02G120800
component *(MED5/MED24/MED33),TraesCS2B02G258300
component *(MED5/MED24/MED33),TraesCS2D02G103300
component *(MED5/MED24/MED33),TraesCS2D02G245200
component *(MED14),TraesCS2A02G239000
component *(MED14),TraesCS2B02G260900
component *(MED14),TraesCS2D02G234700
component *(MED15),TraesCS2A02G010600
component *(MED15),TraesCS2A02G482400
component *(MED15),TraesCS2B02G010800
component *(MED15),TraesCS2B02G508900
component *(MED15),TraesCS2D02G011200
component *(MED15),TraesCS2D02G482500
component *(MED15),TraesCS3A02G027400
component *(MED15),TraesCS3D02G018400
component *(MED16),TraesCS1A02G170400
component *(MED16),TraesCS1B02G187100
component *(MED16),TraesCS1D02G168100
component *(MED12),TraesCS4B02G364200
component *(MED13),TraesCS2A02G494700
component *(MED13),TraesCS2B02G522900
component *(MED13),TraesCS2D02G494900
component *(MED13),TraesCS4A02G315800
component *(MED26),TraesCS1A02G259200
component *(MED26),TraesCS1B02G269600
component *(MED26),TraesCS1D02G259000
component *(MED26),TraesCS2A02G144800
component *(MED26),TraesCS2B02G169700
component *(MED26),TraesCS2D02G148700
component *(MED34),TraesCS4A02G178600
component *(MED34),TraesCS4B02G138800
component *(MED34),TraesCS4D02G133500
E3 ubiquitin ligase *(STUBL1/3),TraesCS3A02G426200
core component *(RpoA),TraesCS1A02G130100
component *(PAP1/TAC3),TraesCS1A02G144800
component *(PAP1/TAC3),TraesCS1B02G162100
component *(PAP1/TAC3),TraesCS1D02G143900
component *(PAP3/TAC10),TraesCS3A02G393900
component *(PAP3/TAC10),TraesCS3B02G425900
component *(PAP3/TAC10),TraesCS3D02G387600
component *(PAP5/TAC12),TraesCS3A02G297500
component *(PAP5/TAC12),TraesCS3B02G339200
component *(PAP5/TAC12),TraesCS3D02G304800
component *(PAP6/FLN1),TraesCS3A02G365700
component *(PAP6/FLN1),TraesCS3B02G397500
component *(PAP6/FLN1),TraesCS3D02G358800
lysine N-methyltransferase component *(PAP7/TAC14),TraesCS1A02G427200
lysine N-methyltransferase component *(PAP7/TAC14),TraesCS1B02G462200
lysine N-methyltransferase component *(PAP7/TAC14),TraesCS1D02G437000
component *(PAP12/TAC7),TraesCS3A02G253000
component *(PAP12/TAC7),TraesCS3B02G284900
component *(PAP12/TAC7),TraesCS3D02G253900
component *(FLN2),TraesCS2A02G111500
component *(FLN2),TraesCS2B02G004000
component *(FLN2),TraesCS2D02G014800
component *(TAC5),TraesCS2A02G384200
component *(TAC5),TraesCS2B02G401400
component *(TAC5),TraesCS2D02G380900
component *(TAC16),TraesCS3A02G256400
component *(TAC16),TraesCS3B02G289600
component *(TAC16),TraesCS3D02G256700
component *(TAC17),TraesCS2A02G439900
component *(TAC17),TraesCS2B02G461500
component *(TAC17),TraesCS2D02G438900
component *(TAC18),TraesCS1A02G197900
component *(TAC18),TraesCS1B02G212600
component *(TAC18),TraesCS1D02G201400
regulatory factor *(DG1),TraesCS3A02G131000
regulatory factor *(DG1),TraesCS3B02G149800
regulatory factor *(DG1),TraesCS3D02G131600
regulatory factor *(NCP/RCB),TraesCS1A02G260300
regulatory factor *(NCP/RCB),TraesCS1B02G270800
regulatory factor *(NCP/RCB),TraesCS1D02G260200
regulatory factor *(NCP/RCB),TraesCS3A02G349000
regulatory factor *(NCP/RCB),TraesCS3B02G381100
regulatory factor *(NCP/RCB),TraesCS3D02G342900
pre-mRNA-processing protein *(LUC7),TraesCS4A02G342700
pre-mRNA-processing protein *(PRP39),TraesCS2D02G226200
pre-mRNA-processing protein *(PRP40C),TraesCS1A02G160500
pre-mRNA-processing protein *(PRP40C),TraesCS1B02G176100
pre-mRNA-processing protein *(PRP40C),TraesCS1D02G157600
component *(SF3A1),TraesCS3A02G503600
component *(SF3A1),TraesCS3B02G211900
component *(SF3A1),TraesCS3B02G212000
component *(SF3A1),TraesCS3B02G566900
component *(SF3A1),TraesCS3D02G510100
component *(SF3A2),TraesCS4A02G088700
component *(SF3A2),TraesCS4B02G215500
component *(SF3A2),TraesCS4D02G216000
component *(SF3A3),TraesCS3A02G266200
component *(SF3A3),TraesCS3B02G299500
component *(SF3A3),TraesCS3D02G266300
component *(SF3B4/SAP49),TraesCS1A02G143500
component *(SF3B4/SAP49),TraesCS1B02G160900
component *(SF3B4/SAP49),TraesCS1D02G142300
component *(SF3B5/SAP10),TraesCS1A02G345900
component *(SF3B5/SAP10),TraesCS1A02G369900
component *(SF3B5/SAP10),TraesCS1B02G389000
component *(SF3B5/SAP10),TraesCS1D02G348600
component *(SF3B5/SAP10),TraesCS1D02G376100
component *(SF3B7/SAP14b),TraesCS2A02G492100
component *(SF3B7/SAP14b),TraesCS2B02G520200
component *(SF3B7/SAP14b),TraesCS2D02G492300
small subunit *(U2AF1/U2AF35),TraesCS1A02G397300
small subunit *(U2AF1/U2AF35),TraesCS1B02G425600
small subunit *(U2AF1/U2AF35),TraesCS1D02G405300
small subunit *(U2AF1/U2AF35),TraesCS3A02G246800
small subunit *(U2AF1/U2AF35),TraesCS3B02G272500
small subunit *(U2AF1/U2AF35),TraesCS3D02G244700
large subunit *(U2AF2/U2AF65),TraesCS4A02G165000
large subunit *(U2AF2/U2AF65),TraesCS4A02G171800
large subunit *(U2AF2/U2AF65),TraesCS4B02G145600
large subunit *(U2AF2/U2AF65),TraesCS4D02G143400
large subunit *(U2AF2/U2AF65),TraesCS4D02G150000
component *(Snu13),TraesCS4A02G072500
component *(Snu13),TraesCS4B02G228400
component *(Snu13),TraesCS4D02G229300
export karyopherin *(XPO1),TraesCS4A02G317800
snRNA export adaptor *(PHAX),TraesCS3B02G233500
snRNA export adaptor *(PHAX),TraesCS3D02G207300
RNA Cap-Binding Complex (CBC) subcomplex,TraesCS4A02G138800
RNA Cap-Binding Complex (CBC) subcomplex,TraesCS4B02G158000
RNA Cap-Binding Complex (CBC) subcomplex,TraesCS4D02G167200
E3 ubiquitin protein ligase *(PUB60),TraesCS1A02G148000
E3 ubiquitin protein ligase *(PUB60),TraesCS1B02G165900
E3 ubiquitin protein ligase *(PUB60),TraesCS1D02G145900
E3 ubiquitin protein ligase *(PUB60),TraesCS4B02G341300
E3 ubiquitin protein ligase *(PUB60),TraesCS4D02G337200
catalytic component *(SEN1/2),TraesCS3B02G080500
catalytic component *(SEN1/2),TraesCS3D02G067000
chaperone component *(SEN54),TraesCS1B02G290300
chaperone component *(SEN54),TraesCS1D02G280400
mRNA capping enzyme,TraesCS2A02G065100
mRNA capping enzyme,TraesCS2B02G077300
mRNA capping enzyme,TraesCS2D02G063200
mRNA capping enzyme,TraesCS4A02G204100
mRNA capping enzyme,TraesCS4B02G107900
mRNA capping enzyme,TraesCS4D02G105000
mRNA cap methyltransferase,TraesCS1A02G115100
mRNA cap methyltransferase,TraesCS1B02G135000
mRNA cap methyltransferase,TraesCS1D02G116500
mRNA cap methyltransferase,TraesCS2A02G375900
mRNA cap methyltransferase,TraesCS2B02G392800
mRNA cap methyltransferase,TraesCS2D02G372100
component *(POP1),TraesCS2A02G393300
component *(POP1),TraesCS4A02G171400
component *(POP1),TraesCS4B02G127300
component *(POP1),TraesCS4D02G143800
component *(RPP30/POP2),TraesCS4A02G178400
component *(RPP30/POP2),TraesCS4B02G138600
component *(RPP30/POP2),TraesCS4D02G133300
component *(RPP38/POP3),TraesCS2A02G151300
component *(RPP38/POP3),TraesCS2A02G151400
component *(RPP38/POP3),TraesCS2B02G175900
component *(RPP38/POP3),TraesCS2D02G156500
component *(RPP29/POP4),TraesCS1A02G297200
component *(RPP29/POP4),TraesCS1B02G306100
component *(RPP29/POP4),TraesCS1B02G306300
component *(RPP29/POP4),TraesCS1D02G294400
component *(RPP29/POP4),TraesCS2A02G369900
component *(RPP14/POP5),TraesCS2A02G270400
component *(RPP14/POP5),TraesCS2B02G289200
component *(RPP14/POP5),TraesCS2D02G269500
component *(RPP25/POP6) or RPP20/POP7,TraesCS2A02G302000
component *(RPP25/POP6) or RPP20/POP7,TraesCS2B02G317800
component *(RPP25/POP6) or RPP20/POP7,TraesCS2D02G300500
component *(RPP25/POP6) or RPP20/POP7,TraesCS4A02G207900
component *(RPP25/POP6) or RPP20/POP7,TraesCS4B02G111400
component *(RPP25/POP6) or RPP20/POP7,TraesCS4D02G109100
component *(RPP21),TraesCS1A02G430900
component *(RPP21),TraesCS1B02G465600
component *(RPP21),TraesCS1D02G440000
component *(RPP21),TraesCS4A02G430500
trimethylguanosine synthase *(TGS1),TraesCS1A02G432300
trimethylguanosine synthase *(TGS1),TraesCS1B02G467900
trimethylguanosine synthase *(TGS1),TraesCS1D02G439800
